80,79,78,78,78
81,79,79,79,78
80,80,80,80,79
80,80,80,80,80
80,80,80,78,78
79,79,79,79,78
80,80,80,80,80
80,80,80,80,80
80,80,80,78,78
78,78,78,77,77
80,80,80,78,78
80,79,78,78,78
80,80,80,78,78
80,79,79,79,79
81,80,80,79,79
79,79,79,79,78
80,80,80,80,79
80,79,79,79,79
81,80,80,78,77
80,79,79,79,79
80,79,78,78,78
81,79,79,78,77
80,80,80,78,78
79,79,79,79,78
79,78,78,77,76
80,80,80,80,80
81,81,80,79,78
79,77,77,77,75
79,79,79,78,78
81,81,80,80,79
80,79,79,79,79
79,78,78,77,76
80,80,80,80,79
79,78,78,77,76
81,79,79,79,78
79,77,77,77,75
77,77,76,76,75
81,81,80,80,79
81,80,80,79,79
79,79,79,78,78
81,81,80,80,79
81,80,80,78,77
80,80,80,80,80
79,79,78,78,78
79,79,78,78,78
77,77,76,76,75
81,81,81,81,81
81,80,77,77,77
79,79,79,78,78
79,79,79,79,79
79,79,79,79,79
