70,69,68,66,66
73,73,71,71,71
72,71,70,70,69
70,69,68,66,66
70,70,70,70,69
71,70,70,69,68
72,71,70,70,69
72,71,70,70,69
71,70,70,69,68
72,72,72,72,71
72,71,70,70,69
72,72,72,72,71
73,73,71,71,71
72,71,70,70,69
73,73,71,71,71
70,70,70,70,69
64,64,63,62,61
72,72,72,72,71
70,69,68,66,66
73,73,71,71,71
69,68,67,67,66
72,71,70,70,69
71,70,70,69,68
70,70,70,69,65
72,72,72,72,71
69,68,67,67,66
73,73,71,71,71
70,70,70,70,69
72,71,70,70,69
70,70,70,70,69
70,69,68,66,66
70,69,68,66,66
72,71,70,70,69
73,73,71,71,71
73,72,70,70,70
73,73,71,71,71
70,70,70,70,69
69,69,69,69,68
73,73,71,71,71
72,71,70,70,69
70,70,70,70,69
73,73,71,71,71
72,71,70,70,69
72,71,70,70,69
72,71,70,70,69
70,70,70,70,69
73,73,71,71,71
70,69,68,66,66
69,69,69,69,68
72,72,72,72,71
70,69,68,66,66
