216,127,110,106,105
216,126,116,107,104
216,129,114,104,97
216,143,129,115,110
216,143,129,115,110
216,126,116,107,104
216,127,110,106,105
216,143,129,115,110
216,132,125,114,110
216,143,129,115,110
216,129,120,114,109
216,143,129,115,110
216,126,116,107,104
216,143,129,115,110
216,132,125,114,110
216,132,125,114,110
216,132,125,114,110
216,127,110,106,105
216,147,129,120,110
216,126,116,107,104
216,126,116,107,104
216,143,129,115,110
216,143,129,115,110
216,147,129,120,110
216,143,129,115,110
216,147,129,120,110
216,132,125,114,110
216,143,129,115,110
216,143,129,115,110
216,126,116,107,104
216,129,120,114,109
216,147,129,120,110
216,132,125,114,110
216,132,125,114,110
216,143,129,115,110
216,127,110,106,105
216,143,129,115,110
216,143,129,115,110
216,132,125,114,110
216,143,129,115,110
216,147,129,120,110
216,147,129,120,110
216,132,125,114,110
216,147,129,120,110
216,147,129,120,110
216,147,129,120,110
216,147,129,120,110
216,147,129,120,110
216,147,129,120,110
216,147,129,120,110
216,143,129,115,110
