216,134,119,116,111
216,141,128,121,114
216,133,122,119,114
216,124,114,108,99
216,132,126,122,116
216,129,117,106,102
216,137,123,117,112
216,119,111,105,100
216,136,123,115,108
216,133,122,119,114
216,125,120,110,108
216,141,128,121,114
216,130,119,112,108
216,124,114,108,99
216,119,111,105,100
216,136,123,115,108
216,130,119,112,108
216,124,114,108,99
216,135,120,111,108
216,136,123,115,108
216,136,130,125,117
216,148,135,120,109
216,136,124,115,110
216,137,123,117,112
216,132,121,114,107
216,136,130,125,117
216,129,117,106,102
216,134,113,108,102
216,134,119,116,111
216,124,114,108,99
216,119,111,105,100
216,124,114,108,99
216,135,126,117,115
216,135,126,117,112
216,133,122,119,114
216,134,113,108,102
216,119,111,105,100
216,135,126,117,115
216,136,123,115,108
216,138,123,111,103
216,132,126,122,116
216,135,126,117,112
216,136,123,115,108
216,134,119,116,111
216,134,113,108,102
216,132,121,114,107
216,144,132,115,112
216,135,126,117,115
216,145,129,125,117
216,148,135,120,109
216,136,123,115,108
