73,73,73,73,73
73,73,73,73,73
73,73,73,73,73
73,73,73,73,73
74,74,74,72,72
71,70,70,70,70
74,74,74,72,72
74,74,74,72,72
73,73,73,73,73
73,73,73,73,73
74,74,74,72,72
77,77,77,77,77
73,73,73,73,73
73,73,73,73,73
71,70,70,70,70
71,70,70,70,70
72,72,71,71,71
73,73,73,73,73
74,74,74,74,74
74,74,74,74,74
71,70,70,70,70
74,74,74,74,74
74,74,74,74,74
72,72,71,71,71
73,73,73,73,73
77,77,77,77,77
71,70,70,70,70
77,77,77,77,77
71,70,70,70,70
73,73,73,73,73
76,76,76,76,76
72,72,71,71,71
71,70,70,70,70
73,73,73,73,73
71,70,70,70,70
74,74,74,74,74
74,74,74,74,74
76,76,76,76,76
71,70,70,70,70
77,77,77,77,77
76,76,76,76,76
73,73,73,73,73
71,70,70,70,70
77,77,77,77,77
74,74,74,74,74
73,73,73,73,73
73,73,73,72,69
73,73,73,73,73
71,70,70,70,70
74,74,74,74,74
71,70,70,70,70
