81,81,81,79,77
79,79,79,78,78
81,81,81,79,77
78,78,77,77,75
78,78,77,77,75
80,80,80,80,80
80,80,80,80,80
79,79,79,78,78
79,79,79,78,78
80,80,80,80,80
80,80,80,80,80
76,76,76,76,75
80,80,80,80,80
79,79,79,78,78
78,78,77,77,75
79,79,79,78,78
80,80,80,80,80
78,78,77,77,75
79,79,79,78,78
81,81,81,79,77
78,78,77,77,75
79,79,79,78,78
80,80,80,80,80
78,78,77,77,75
79,79,79,78,78
80,80,80,80,80
80,80,80,80,80
78,78,77,77,75
80,80,80,80,80
79,79,79,78,78
80,78,78,78,77
79,78,78,77,77
80,80,80,80,80
79,79,79,78,78
80,80,80,80,80
79,79,79,78,78
80,80,80,80,80
79,79,79,78,78
79,79,79,78,78
79,79,79,78,78
81,81,81,79,77
79,79,79,78,78
80,80,80,80,80
79,79,79,78,78
80,80,80,80,80
80,80,80,80,80
80,79,79,79,79
81,81,81,79,77
79,79,79,78,78
78,78,77,77,75
81,81,81,79,77
