36,30,29,28,28
36,30,29,28,28
36,33,33,32,32
36,30,29,28,28
36,33,30,30,30
36,33,31,31,30
36,30,29,28,28
36,34,34,31,30
36,33,33,32,32
36,33,31,31,30
36,33,33,32,32
36,33,33,32,32
36,33,31,31,30
36,33,31,31,30
36,34,34,31,30
36,30,29,28,28
36,33,33,32,32
36,33,33,32,32
36,33,33,32,32
36,35,35,34,34
36,35,35,34,34
36,33,30,30,30
36,33,33,32,32
36,30,29,28,28
36,35,35,34,34
36,35,35,34,34
36,35,35,34,34
36,30,29,28,28
36,35,35,34,34
36,33,30,30,30
36,35,35,34,34
36,30,29,28,28
36,33,31,31,30
36,34,34,31,30
36,33,33,32,32
36,30,29,28,28
36,33,31,31,30
36,34,34,31,30
36,33,31,31,30
36,34,34,31,30
36,35,32,31,31
36,30,29,28,28
36,30,29,28,28
36,30,29,28,28
36,30,29,28,28
36,30,29,28,28
36,35,35,34,34
36,35,35,34,34
36,35,32,31,31
36,33,33,32,32
36,34,34,31,30
