216,141,134,122,117
216,136,123,119,111
216,135,128,126,123
216,132,118,115,112
216,129,123,118,113
216,132,118,115,112
216,140,130,124,121
216,123,109,101,100
216,129,123,118,113
216,132,118,115,112
216,127,114,110,107
216,136,126,121,116
216,140,130,123,120
216,129,123,119,116
216,142,126,118,111
216,136,123,119,111
216,126,116,112,112
216,129,123,119,116
216,135,128,126,123
216,129,123,119,116
216,135,128,126,123
216,133,128,124,120
216,120,109,102,100
216,141,134,122,117
216,136,123,119,111
216,135,128,126,123
216,126,119,116,111
216,141,134,122,117
216,129,124,117,113
216,127,120,116,114
216,140,130,124,121
216,132,118,110,108
216,123,109,101,100
216,117,111,107,106
216,120,117,114,110
216,126,116,112,112
216,128,120,112,109
216,149,136,127,119
216,126,116,112,112
216,123,109,101,100
216,127,120,116,114
216,123,109,101,100
216,126,116,112,112
216,132,118,115,112
216,133,128,124,120
216,123,109,101,100
216,149,136,127,119
216,138,126,122,116
216,132,118,115,112
216,125,115,108,105
216,142,126,118,111
