68,68,67,67,66
71,71,71,71,70
71,71,71,71,70
68,68,67,67,66
71,71,71,71,70
68,68,67,67,66
71,71,71,71,70
68,68,67,67,66
72,69,69,69,68
68,68,68,68,67
71,71,71,71,70
68,68,68,68,67
71,71,71,71,70
68,68,68,68,67
68,68,67,67,66
68,68,67,67,66
68,68,67,67,66
70,70,70,69,68
70,70,70,69,68
71,71,71,71,70
68,68,67,67,66
71,71,71,71,70
72,69,69,69,68
71,71,71,71,70
68,68,67,67,66
71,71,71,71,70
72,69,69,69,68
68,68,68,68,67
71,71,71,71,70
71,71,71,71,70
70,70,68,67,67
68,68,68,68,67
63,63,63,63,63
71,71,71,71,70
68,68,67,67,66
68,68,67,67,66
72,69,69,69,68
68,68,68,68,67
68,68,68,68,67
68,68,67,67,66
71,71,71,71,70
68,68,67,67,66
68,68,67,67,66
68,68,67,67,66
68,68,67,67,66
71,71,71,71,70
68,68,67,67,66
71,71,71,71,70
71,71,71,71,70
71,71,71,71,70
63,63,63,63,63
