36,32,32,31,30
36,31,31,31,31
36,32,32,31,30
36,29,29,29,29
36,29,29,29,29
36,29,29,29,29
36,31,31,31,31
36,32,32,31,30
36,29,29,29,29
36,32,30,29,29
36,32,32,31,30
36,32,30,29,29
36,31,31,31,31
36,32,32,31,30
36,29,29,29,29
36,32,32,31,30
36,32,30,29,29
36,32,32,31,30
36,29,29,29,29
36,27,26,26,26
36,32,30,29,29
36,29,29,29,29
36,32,30,29,29
36,32,32,31,30
36,31,31,31,31
36,31,31,31,31
36,29,29,29,29
36,32,30,29,29
36,32,30,29,29
36,32,30,29,29
36,32,32,31,30
36,27,26,26,26
36,31,31,31,31
36,31,31,31,31
36,31,31,31,31
36,32,30,29,29
36,29,29,29,29
36,32,30,29,29
36,31,31,31,31
36,32,30,29,29
36,27,26,26,26
36,32,30,29,29
36,32,30,29,29
36,31,31,31,31
36,32,30,29,29
36,32,32,31,30
36,34,34,34,34
36,29,29,29,29
36,29,29,29,29
36,32,32,31,30
36,32,30,29,29
